T16,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
288,Ghana,2020,Balance of Payments: Current account (millions of US dollars),"-2,134",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
288,Ghana,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
288,Ghana,1995,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
288,Ghana,2010,Balance of Payments: Capital account (millions of US dollars),338,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
288,Ghana,2015,Balance of Payments: Capital account (millions of US dollars),474,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
288,Ghana,2019,Balance of Payments: Capital account (millions of US dollars),257,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
288,Ghana,2020,Balance of Payments: Capital account (millions of US dollars),250,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
288,Ghana,1985,Balance of Payments: Financial account (millions of US dollars),-71,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
288,Ghana,1995,Balance of Payments: Financial account (millions of US dollars),-276,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
288,Ghana,2010,Balance of Payments: Financial account (millions of US dollars),"-3,586",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
288,Ghana,2015,Balance of Payments: Financial account (millions of US dollars),"-2,732",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
288,Ghana,2019,Balance of Payments: Financial account (millions of US dollars),"-1,559",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
288,Ghana,2020,Balance of Payments: Financial account (millions of US dollars),"-3,187",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,1985,Balance of Payments: Current account (millions of US dollars),"-3,276",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,1995,Balance of Payments: Current account (millions of US dollars),"-2,864",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2010,Balance of Payments: Current account (millions of US dollars),"-30,263",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2015,Balance of Payments: Current account (millions of US dollars),"-1,611",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2019,Balance of Payments: Current account (millions of US dollars),"-3,112",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2020,Balance of Payments: Current account (millions of US dollars),"-12,413",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2021,Balance of Payments: Current account (millions of US dollars),"-12,694",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2010,Balance of Payments: Capital account (millions of US dollars),"2,776",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2015,Balance of Payments: Capital account (millions of US dollars),"2,193",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2019,Balance of Payments: Capital account (millions of US dollars),759,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2020,Balance of Payments: Capital account (millions of US dollars),"3,189",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2021,Balance of Payments: Capital account (millions of US dollars),"4,707",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,1985,Balance of Payments: Financial account (millions of US dollars),"-3,320",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,1995,Balance of Payments: Financial account (millions of US dollars),"-3,185",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2010,Balance of Payments: Financial account (millions of US dollars),"-28,104",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2015,Balance of Payments: Financial account (millions of US dollars),"1,624",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2019,Balance of Payments: Financial account (millions of US dollars),-688,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2020,Balance of Payments: Financial account (millions of US dollars),"-8,640",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
300,Greece,2021,Balance of Payments: Financial account (millions of US dollars),"-6,730",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,1985,Balance of Payments: Current account (millions of US dollars),3,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,1995,Balance of Payments: Current account (millions of US dollars),-42,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,2010,Balance of Payments: Current account (millions of US dollars),-204,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,2015,Balance of Payments: Current account (millions of US dollars),-125,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,2019,Balance of Payments: Current account (millions of US dollars),-177,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,2020,Balance of Payments: Current account (millions of US dollars),-220,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,2021,Balance of Payments: Current account (millions of US dollars),-294,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,1995,Balance of Payments: Capital account (millions of US dollars),9,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,2010,Balance of Payments: Capital account (millions of US dollars),36,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,2015,Balance of Payments: Capital account (millions of US dollars),32,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,2019,Balance of Payments: Capital account (millions of US dollars),62,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,2020,Balance of Payments: Capital account (millions of US dollars),79,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,2021,Balance of Payments: Capital account (millions of US dollars),125,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,1985,Balance of Payments: Financial account (millions of US dollars),1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
308,Grenada,1995,Balance of Payments: Financial account (millions of US dollars),-1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
